Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
3.1573988919860536,7.782245258734866,10.261193120433628,11.880371904537087,23.16323154805727,15.960389836991544,-23.053760574396875
3.1800130617660396,8.192818146011,10.453903442699993,12.481070715776326,-23.958639999404284,-16.589169103815653,-24.620178801724556
3.1888422818752566,7.8202624946248,11.71372828043105,14.239665659008182,27.511709880946267,-18.83158347457031,27.28075978066568
3.1962849106296116,8.371672076901179,11.596427201844838,13.89242929577401,-26.66077604646199,18.274035280997296,-27.127717202511207
3.1581356223673946,7.426532342266548,10.28717969950682,11.750587056476482,22.769941853371332,15.473112340026805,-24.101379762544124
3.1665830532767756,7.5890882377504285,10.406247118419275,11.983676068865595,23.195814921142105,15.78314642334336,23.73806990882063
3.196414239005449,8.26843897600832,11.437497920676929,13.477843716648692,-26.67455064080702,-17.98703313327676,-25.942859786479172
3.191051029174095,7.9762594340609585,10.951336873027907,12.84915563191847,24.74970322553228,16.89977138405622,26.17840048145275
3.20009068648948,8.743919049937972,11.720340031678248,14.397485736085256,-27.46166061791479,-18.781014397254175,-28.26682612664858
3.1936264655869837,7.780816027704404,11.926880501775514,13.64825444995272,26.574518391776607,17.59203404472213,26.59883590719613
3.103133449239451,7.429854118156819,10.887609687080394,11.573606782849906,-22.816513743303776,-15.529205616375284,23.433782461311072
3.1025157706351636,7.731065611647614,10.92157444585156,11.517607179942443,-22.97677684065481,15.92454014409686,22.82473629700384
3.09414840764669,7.1952068714481126,10.93927884661139,11.554700947188099,-22.850094152125507,-15.552804819924692,23.151382763293114
3.026294670768105,6.623055551291112,9.956434992570161,11.214581992173443,21.92089767507721,14.86001671712353,21.985031633396275
3.0450895953864054,6.746596801021272,9.741714885377403,10.093184913484873,20.028692431323286,13.506928795611273,-20.55964797944777
3.0203304823276813,8.220581394544901,9.944202641088973,11.269612265935656,21.999911164659796,15.822137344867237,-22.058036404557903
3.0743967733777966,6.888482341566618,9.740930565613116,10.99530820749888,-22.21852061711042,-14.999482928067241,21.367701601424166
3.147974109632232,7.4524897994648756,10.582832184071282,12.062378310540522,23.385072567949823,15.790321969419399,25.078685566430277
2.769829482289,6.330682763748282,8.544927672086633,9.275677717907124,18.21885723710712,12.806124754941353,-18.612143690132452
3.04795692358472,6.803659175921229,10.254404746309035,11.541758190984954,-22.568917763822327,-15.024390457494661,-22.614141963954022
2.932519954942387,6.295948496491891,10.416378058136331,11.17466839218466,22.79971934822571,-14.53026804640954,21.975005593520507
3.11978324628919,7.146131109713177,10.271754335083633,11.810738347580687,22.976332716797593,15.545130482659788,23.032257511730858
3.1416270099518817,7.897494502099885,11.298896918109618,11.715804505336168,-24.18796386758988,-16.19441569641752,-23.225723856352477
3.1519105259234035,8.08383908442818,11.202990852512745,12.030852062101943,-23.666828311532363,-16.096824955165456,-24.18560630061595
3.148375730002108,7.983363689392781,11.443701774555215,11.892662964206604,-23.694042265819586,-15.915134132416492,23.730180195604326
3.1193964063552837,7.793716144349529,10.669663197249829,12.233797149578834,-23.798993866587544,-16.14778024308058,23.880739020570402
3.119912014151531,7.535441122510096,10.754683016174955,12.633657978061565,-24.328126730115585,16.952706231929966,25.75906092367122
3.1460985931797736,8.038957297430263,11.480014274359561,11.867919966531794,-23.834991295287804,-15.917714177053169,23.607064000935015
3.1501020151274384,8.017968634525143,11.996801047807958,11.849359938717855,-25.42143463556636,16.66752104087312,-23.772549796202835
3.1514655247785464,8.265699143441838,11.477246087198854,12.109715939016164,-24.175220801647455,-16.25445575437775,-23.976265039156775
